iter	Logloss
403	0.424259021
404	0.424088818
405	0.4239971266
406	0.4238309824
407	0.4236680593
408	0.4234949267
409	0.423377352
410	0.423255893
411	0.4230394724
412	0.4227424007
413	0.4226209949
414	0.4224883306
415	0.4223445953
416	0.4221547227
417	0.4219950488
418	0.4218745133
419	0.4217060185
420	0.4215311502
421	0.4213642897
422	0.4212041319
423	0.4210374213
424	0.4208125513
425	0.4206624977
426	0.420520742
427	0.420404058
428	0.4202705536
429	0.4200363324
430	0.4199391838
431	0.4197529292
432	0.4195902922
433	0.4195191921
434	0.4193836701
435	0.4192172493
436	0.4190542014
437	0.4188786426
438	0.418708041
439	0.4185648236
440	0.4184743645
441	0.4183202241
442	0.4181729283
443	0.4180085167
444	0.4178344282
445	0.4176395044
446	0.4175106952
447	0.41734125
448	0.4171821683
449	0.4169404342
450	0.41679608
451	0.4166657033
452	0.4165039835
453	0.416423495
454	0.4162559164
455	0.416113546
456	0.415980989
457	0.4158251438
458	0.4156782763
459	0.4154731831
460	0.4153269031
461	0.4151878272
462	0.4151134025
463	0.4148926255
464	0.4147773043
465	0.414679085
466	0.4145175396
467	0.4142995975
468	0.4142236915
469	0.4141521298
470	0.4139670352
471	0.4138093371
472	0.4136966755
473	0.4135435721
474	0.4133841487
475	0.4131849493
476	0.4130680798
477	0.4128706237
478	0.412722238
479	0.4125515913
480	0.4124546486
481	0.4123090995
482	0.4121327274
483	0.4120223062
484	0.411880947
485	0.4117568244
486	0.4116212904
487	0.4115061293
488	0.411378481
489	0.4112220979
490	0.4110463311
491	0.4109339567
492	0.4108384504
493	0.4106642225
494	0.4105209815
495	0.4103857148
496	0.4102258407
497	0.4100650588
498	0.4097705086
499	0.4096410197
500	0.4094965887
501	0.4093721294
502	0.4092787704
503	0.409140222
504	0.4090231838
505	0.4089108115
506	0.4087294
507	0.4086040282
508	0.4085171802
509	0.4084095682
510	0.4083100822
511	0.4082335458
512	0.4081090855
513	0.4079074901
514	0.4077904352
515	0.4076495448
516	0.4075265609
517	0.4074577141
518	0.4073405218
519	0.4071835467
520	0.4070140139
521	0.4068662995
522	0.4067252604
523	0.4065893006
524	0.4065018761
525	0.406337701
526	0.4061940043
527	0.4060144712
528	0.4058672112
529	0.4057215714
530	0.4055641376
531	0.4054317842
532	0.4052593263
533	0.4051033915
534	0.4049220935
535	0.4048665147
536	0.4047518761
537	0.404573371
538	0.4044400146
539	0.404373839
540	0.4041892154
541	0.4040469511
542	0.4039338369
543	0.4037804367
544	0.4036209626
545	0.4035257239
546	0.4033661854
547	0.4032035362
548	0.4030580933
549	0.4029168754
550	0.4027990417
551	0.4026994868
552	0.4025543849
553	0.4024083716
554	0.4023108884
555	0.4021573388
556	0.4020215324
557	0.4019118574
558	0.4018015685
559	0.4016307042
560	0.4015480007
561	0.4013926802
562	0.4012475707
563	0.4011161032
564	0.4009699533
565	0.4008358114
566	0.4007836514
567	0.4006785187
568	0.4005943792
569	0.4005478553
570	0.4004409652
571	0.4002888195
572	0.4002049897
573	0.4000807119
574	0.3999821768
575	0.3998630456
576	0.3996791603
577	0.3995046124
578	0.3993781499
579	0.3993048962
580	0.3992456117
581	0.3991225496
582	0.3990158679
583	0.3989246005
584	0.3988081435
585	0.398730734
586	0.3986907346
587	0.3985570894
588	0.3984321166
589	0.3982918028
590	0.398221952
591	0.3980776453
592	0.3979593674
593	0.3979022642
594	0.3977678359
595	0.3976088487
596	0.3974798455
597	0.3973580319
598	0.3972274129
599	0.3970933929
600	0.3970017302
601	0.3968074811
602	0.3966623461
603	0.3965751759
604	0.3964680291
605	0.3964012571
606	0.3963267623
607	0.3961948793
608	0.3960156625
609	0.3958899508
610	0.3957304381
611	0.3956742968
612	0.3955693042
613	0.3954898974
614	0.3953394322
615	0.3951837518
616	0.3950853034
617	0.3949160012
618	0.3947592496
619	0.3946516583
620	0.3945017111
621	0.394438124
622	0.3943249855
623	0.3942266937
624	0.394070503
625	0.3940186777
626	0.3938827764
627	0.3938244353
628	0.393671125
629	0.3936047533
630	0.3935237155
631	0.3934484596
632	0.393328775
633	0.3932805579
634	0.3931361216
635	0.3930731014
636	0.3929504925
